id,xmin,ymin,xmax,ymax
20190822142017_20190822142316_tile_9285,4.387443654591772,51.90194542922683,4.394107561162768,51.905912923686884
20190804130422_20190804130643_tile_3183,4.397789520913301,51.876204590640725,4.4044504767869,51.88017153747251
20190822152355_20190822152652_tile_3986,4.337134953380615,51.89912144934365,4.343794056219857,51.90309182848453
20190823130239_20190823130540_tile_3616,4.351738054346129,51.899077863913504,4.358398422882568,51.9030474075347
20190823145306_20190823145612_tile_7218,4.36855137903839,51.881425286163314,4.375210572242751,51.885393897867104
20190804130928_20190804131204_tile_5135,4.379314419327041,51.902171048411844,4.385977652020545,51.9061390080387
20190822092635_20190822092926_tile_8365,4.385929811181331,51.86180196355785,4.392587584096092,51.86576961453656
20190823071743_20190823072036_tile_2636,4.389888597404217,51.898362128076414,4.396552180425449,51.90232948874057
20190822142017_20190822142316_tile_9272,4.341551280703221,51.89843130663066,4.3482106651486365,51.902401434271965
20190823144002_20190823144238_tile_10088,4.360901636874212,51.90394770806525,4.367563532052236,51.90791671883658
20190823083119_20190823083425_tile_2087,4.357303312624841,51.87583947191515,4.363960692476128,51.879808736934415
20190823142603_20190823142913_tile_3572,4.390084869029083,51.86651536710639,4.396743707118494,51.87048277201415
20190822071501_20190822071737_tile_6718,4.353899375763559,51.867785590742706,4.36055525676528,51.87175506433844
20190823094552_20190823094850_tile_10598,4.372532570535908,51.87154002930537,4.37919063307141,51.875508430225175
20190822075657_20190822080002_tile_10703,4.354361507358153,51.88819131421947,4.361020476723429,51.89216072637014
20190822151944_20190822152215_tile_7007,4.392456618097889,51.87143547825909,4.399116397506188,51.87540273879543
20190823073047_20190823073350_tile_7990,4.395327312143441,51.87695936147523,4.401988166783887,51.88092644799027
20190823065938_20190823070236_tile_2151,4.38758238477621,51.89225870942291,4.394244853825388,51.89622621279157
20190822144046_20190822144338_tile_1484,4.360034875900475,51.908013038787885,4.366697303908112,51.91198209218719
20190823083119_20190823083425_tile_2089,4.363838330184327,51.87576389650021,4.3704962673781385,51.87973278770036
20190823152527_20190823152847_tile_5820,4.383298161393018,51.861799583917794,4.389955705209351,51.86576738553871
20190822100953_20190822101249_tile_8854,4.3911127100970235,51.8770306226132,4.397773208928584,51.88099795034368
20190823160819_20190823161113_tile_11038,4.373107990271048,51.88118575352827,4.379767544144257,51.88515410483048
20190804115211_20190804115445_tile_8027,4.34960794571252,51.902683202153696,4.356268667918311,51.906652861506515
20190804125251_20190804125541_tile_6895,4.380014027968957,51.87142438191218,4.386672723871688,51.87539235480776
20190822065725_20190822065959_tile_7282,4.386657486402252,51.8577184331778,4.393314712802553,51.86168604960893
20190804114132_20190804114404_tile_10811,4.3422819793697665,51.89778079624453,4.3489413302154984,51.90175088318733
20190823075318_20190823075613_tile_5273,4.35193533973977,51.856376073088775,4.358589347192336,51.860345678599366
20190823151559_20190823151919_tile_5611,4.3901352426574975,51.860921433490326,4.396793249574819,51.86488884526346
20190804135937_20190804140208_tile_6563,4.360567504407074,51.88800191435228,4.3672269857449075,51.89197097167251
20190822144546_20190822144829_tile_7589,4.341188745359766,51.857345877571056,4.347841962721888,51.86131609603334
20190823072207_20190823072458_tile_5767,4.394251796903197,51.87621027007391,4.40091244604782,51.88017741948552
20190823083119_20190823083425_tile_2083,4.344233191820937,51.875989534172895,4.3508894565478275,51.87995954668428
20190823124735_20190823125042_tile_2254,4.357734173095955,51.86214397974376,4.364389545559228,51.8661132436434
20190823133754_20190823134101_tile_283,4.372245950368651,51.88537817924687,4.378906055922782,51.88934657264515
20190823085011_20190823085317_tile_6948,4.369262090579141,51.88138757825949,4.375921339989678,51.88535614934963
20190822150221_20190822150509_tile_8512,4.333719857305817,51.85840266777529,4.340372582470493,51.86237331151522
20190804145216_20190804145445_tile_6519,4.3786436726193525,51.907139719167105,4.38530759065386,51.91110770859314
20190823130239_20190823130540_tile_3614,4.345199622157048,51.89915279083966,4.351859432326634,51.90312270849587
20190822160239_20190822160529_tile_3895,4.387060769394421,51.89270199442114,4.393723259375658,51.89666952689002
20190804134228_20190804134450_tile_1875,4.384819019502015,51.86162664522093,4.391476669687594,51.86559436008827
20190823135139_20190823135448_tile_1423,4.343754779964994,51.85651081115687,4.350408095989905,51.860480884302866
20190823154802_20190823155103_tile_9764,4.364827426694648,51.871762876267006,4.371484852296134,51.875731717760175
20190822143107_20190822143418_tile_1547,4.392558339428539,51.90732248395237,4.399223496260842,51.91128967608093
20190822093552_20190822093843_tile_9663,4.396507381539419,51.866587201237536,4.4031667885890045,51.87055423829891
20190822084226_20190822084526_tile_3232,4.3805724271969115,51.87237276102522,4.387231313352782,51.87634070031054
20190804133705_20190804133940_tile_5545,4.351126000538595,51.91240640042731,4.357788309809428,51.916375956252736
20190823130736_20190823131054_tile_4273,4.372664466711266,51.875755255856426,4.379323170464441,51.87972364193739
20190823095600_20190823095931_tile_10985,4.381367591117329,51.88039789780331,4.388027745770301,51.88436577763922
20190822145028_20190822145325_tile_9231,4.393047530625402,51.91687744079209,4.399714161325898,51.9208445882373
20190804124749_20190804125033_tile_3677,4.385668948315641,51.89737445895529,4.392332016301504,51.90134206300519
20190822071025_20190822071321_tile_734,4.387839609519758,51.89355749668791,4.3945022952647,51.89752498306572
20190822161045_20190822161339_tile_2475,4.355215797915345,51.898018849795584,4.361876310982789,51.90198819619802
20190804123547_20190804123823_tile_6163,4.387019467779492,51.892378391023826,4.393681905753758,51.89634592642087
20190823150417_20190823150712_tile_10317,4.363698810689142,51.85623956901191,4.370353820692245,51.86020850183501
20190823125228_20190823125530_tile_8577,4.368095817540123,51.898443897359485,4.374757515799,51.90241250577176
20190822141600_20190822141831_tile_8903,4.373855523628831,51.876424320012475,4.380514430962056,51.88039263676243
20190823131240_20190823131533_tile_7541,4.360127313696079,51.90889477115315,4.366789881716002,51.912863817745055
20190823100116_20190823100432_tile_2364,4.3542678651286595,51.909153454531705,4.360929961357688,51.91312283609317
20190804140510_20190804140727_tile_4695,4.35007439261028,51.87172541200462,4.356730529006174,51.87569509766488
20190823143529_20190823143813_tile_4427,4.34927741313261,51.87584929186178,4.355934095972796,51.87981901605464
20190823065505_20190823065800_tile_384,4.340045100881271,51.858282395949,4.346698358441143,51.86225267821271
20190822145028_20190822145325_tile_9222,4.36022046685541,51.913215160018574,4.366883689675852,51.91718419385101
